Date,Location / Operator,Manufacturer 1,Aircraft Type 1,Manufacturer 2,Aircraft Type 2,Occupants,Occupant Fatalities,Ground Fatalities
27-Aug-43,North Sea AB Aerotransport,douglas,douglas dc-3,,,7,7,0
10-Sep-43,"Off Galveston, Texas Military - U.S. Army Air Forces",boeing,boeing b-17f,boeing,boeing b-17f,22,22,0
20-Sep-43,"Near Maxton, North Carolina Military - U.S. Army Air Forces",douglas,douglas c-53d-do,,,25,25,0
22-Sep-43,"Near Calcutta, India Military - U.S. Army Air Forces",douglas,douglas c-53,,,20,20,0
15-Oct-43,"Near Centerville, Tennessee American Airlines",douglas,douglas dc3-g102,,,15,15,0
19-Oct-43,"St. Donat, Quebec, Canada Military - Royal Canadian Air Force",consolidated,consolidated b-24,,,24,24,0
22-Oct-43,"Columbus, Georgia Military - U.S. Army Air Forces",douglas,douglas c-47-dl,,,20,20,0
22-Oct-43,"Hallo, Sweden AB Aerotransport",douglas,douglas dc-3,,,15,13,0
5-Nov-43,Eastern Libya British Overseas Airways,short,short sunderland 3,,,19,19,0
8-Nov-43,"Poona, India Military - Indian Air Force",,?,,,1,1,37
19-Nov-43,"Kunming, China China National Aviation Corporation",douglas,douglas c-53,,,3,2,0
19-Nov-43,"Kunming, China China National Aviation Corporation",douglas,douglas c-47,,,3,3,0
26-Nov-43,"Port Moresby, New Guinea Qantas",lockheed,lockheed l-18-56 lodestar,,,15,15,0
17-Dec-43,"Off Montrose, Scotland British Overseas Airways",lockheed,lockheed 18-56 lodestar,,,10,10,0
18-Dec-43,"Suifu, China China National Aviation Corporation",douglas,douglas c-47,,,3,3,0
19-Dec-43,"Canal Creek, Australia Military - U.S. Air Force",douglas,douglas c-47a-60-dl,,,31,31,0
29-Dec-43,"Lakeside, Utah Military - U.S. Army Air Forces / Military - U.S. Army Air Forces",consolidated,consolidated b-24,consolidated,consolidated b-24,25,25,0
15-Jan-44,"Belgrad, Yugoslavia Deutsche Lufthansa",junkers,junkers ju-52/3m,,,5,5,0
10-Feb-44,"Memphis, Tennessee American Airlines",douglas,douglas dc-3,,,24,24,0
10-Feb-44,"Near Quelimane, Mozambique DETA",lockheed,lockheed 14-h2 super electra,,,14,14,0
20-Feb-44,China China National Aviation Corporation,douglas,douglas c-47,,,2,2,0
21-Feb-44,"Eubeoa, Greece Deutsche Lufthansa",junkers,junkers ju-52/3m,,,16,16,0
22-Mar-44,New Guinea Military - U.S. Army,consolidated,consolidated b-24 liberator,,,21,21,?
6-Apr-44,"Near Nome, Alaska Pan American World Airways",pilgrim,pilgrim 100b,,,6,6,0
17-Apr-44,"Belgrad, Yugoslavia Deutsche Lufthansa",junkers,junkers ju-52/3m,,,7,5,0
21-Apr-44,"Frederikstad, Norway Deutsche Lufthansa",douglas,douglas dc-3,,,20,9,0
25-Apr-44,"Montreal, Canada Military - Royal Air Force",consolidated,consolidated liberator,,,16,16,0
26-May-44,"Between Calcutta to Dinjan, China China National Aviation Corporation",douglas,douglas c-47,,,12,12,0
27-May-44,"Off Calcutta, India China National Aviation Corporation",douglas,douglas dc-3,,,14,14,0
6-Jun-44,"Barneville, France Military - U.S. Army Air Forces",douglas,douglas c-47a,,,22,22,0
6-Jun-44,"Flamanville, France Military - U.S. Army Air Forces",douglas,douglas c-47a,,,22,22,0
6-Jun-44,"Carentan, France Military - U.S. Army Air Forces",douglas,douglas c-47a-dl,,,22,22,0
8-Jun-44,"Kunming, China China National Aviation Corporation",douglas,douglas c-47,,,6,6,0
18-Jun-44,"Kweilin, China China National Aviation Corporation",douglas,douglas c-47,,,4,2,0
20-Jun-44,"Porto Alegre, Brazil Varig",lockheed,lockheed 10c electra,,,10,10,0
11-Jul-44,"Portland, Maine Military - U.S. Army",douglas,douglas a-26b invader,,,2,2,19
23-Jul-44,"Nineteen miles W of Kokoda, Papua New Guinea Military - US Navy",,r4d-5,,,17,17,0
26-Jul-44,North Atlantic Ocean Military - U.S. Army Air Forces,douglas,douglas c-54a-do (dc-4),,,26,26,0
27-Jul-44,"Port Logan, Scotland Military - U.S. Army Air Forces",douglas,douglas c-47a-dk,,,22,22,0
31-Jul-44,"Funafuti, Gilbert Islands, Pacific Ocean Pan American Airways",consolidated,consolidated catalina pb2y-3r,,,24,22,0
3-Aug-44,"Naper, Nebraska Military - U.S. Army Air Forces",douglas,douglas c-47a-dl,,,28,28,0
8-Aug-44,"Off Antilla, Cuba Pan American World Airways",sikorsky,sikorsky s-42 (flying boat),,,31,17,0
12-Aug-44,"Blythburgh, England Military - U.S. Navy",consolidated,consolidated pb4y-1,,,2,2,0
23-Aug-44,"Freckelton, England Military - U.S. Air Force",consolidated,consolidated b-24h,,,3,3,58
28-Aug-44,"Preswick, Scotland Military - U.S. Army Air Forces",douglas,douglas c-54a-dc (dc-4),,,20,20,5
29-Aug-44,"Near Lidköping, Västergötland, Swden British Overseas Airways",lockheed,lockheed 18-56 loadstar,,,15,11,0
30-Aug-44,"Sao Paulo, Brazil Panair do Brasil",lockheed,lockheed 18 lodestar,,,18,18,0
2-Sep-44,"Belgrad, Yugoslavia Deutsche Lufthansa",junkers,junkers ju52/3m,,,5,5,0
7-Sep-44,"Near Mossman, Queensland, Australia Military - Royal Netherlands East Indies Air Force",douglas,douglas c-47,,,20,20,0
17-Sep-44,"Copeland, Kansas Military - U.S. Army",consolidated,consolidated b-24 liberator,,,13,13,2
18-Sep-44,Alaska U. S. Air Force,douglas,douglas c-47a-90-dl,,,19,19,0
21-Sep-44,"Rio Doce, Brazil Panair do Brasil",lockheed,lockheed 18 lodestar,,,17,17,0
27-Sep-44,"Near Dijon, France Deutsche Lufthansa",focke-wulf,focke-wulf fw 200,,,9,9,0
7-Oct-44,"Near Sadiya, India China National Aviation Corporation",douglas,douglas c-47,,,3,3,0
10-Oct-44,Bosnia Deutsche Lufthansa,junkers,junkers ju-52/3m,,,7,7,0
11-Oct-44,"Sydney, Australia Qantas",short,short s-23 (flying boat),,,30,1,0
11-Oct-44,"Sydney, Australia Qantas",short,short s.23 empire flying boat,,,29,1,0
16-Oct-44,"Telemark, Norway Deutsche Lufthansa",junkers,junkers ju-52/3m,,,15,15,0
17-Oct-44,"Komarom,, Hungary Deutsche Lufthansa",junkers,junkers ju-52/3m,,,9,1,0
18-Oct-44,"Birkenhead, England Military - U.S. Army Air Forces",consolidated,consolidated b24h,,,24,24,0
4-Nov-44,"Hanford, California Trans Continental and Western Air",douglas,douglas dc-3,,,24,24,0
6-Nov-44,"Jacksonville, Florida Military - US Navy",douglas,douglas c-47 skytrain (dc-3),,,17,17,0
9-Nov-44,"Seljord, Norway Military - U.S. Army Air Corps",,?,,,?,?,?
10-Nov-44,"Near Kumming, Yunan, China CATC",lockheed,lockheed hudson,,,20,20,0
19-Nov-44,"Lewes, England Military - U.S. Army Air Forces",douglas,douglas c-47a-dl,,,30,25,0
29-Nov-44,"Nairobi, Kenya BOAC",lockheed,lockheed 18 lodestar,,,11,11,0
29-Nov-44,"Tegucigalpa, Nicaragua TACA",ford,ford 5-at-b tri-motor,,,16,16,0
29-Nov-44,"Off Falsterbo, Sweden Deutsche Lufthansa",focke-wulf,focke-wulf fw 200,,,10,10,0
30-Nov-44,"Dinjan, China China National Aviation Corporation",douglas,douglas c-47,,,3,3,0
1-Dec-44,"Van Nuys, California Trans Continental and Western Air",douglas,douglas dc-3,,,17,9,0
3-Dec-44,Atlantic Ocean Trans-Canada Air Lines,avro,avro 683 lancaster,,,5,5,0
7-Dec-44,"Orlivka, Ukraine Aeroflot",lisunov,lisunov li-2,,,16,16,0
15-Dec-44,English Channel Military - U.S. Army Air Forces,noorduyn,uc-64a noorduyn norseman,,,3,3,0
6-Jan-45,"Near Dinjan, India China National Aviation Corporation",douglas,douglas c-47,,,4,4,0
8-Jan-45,"Port of Spain, Trinidad Pan American World Airways",martin,martin m-130 (flying boat),,,30,23,0
10-Jan-45,"Burbank, California American Airlines",douglas,douglas dc-3,,,24,24,0
14-Jan-45,China China National Aviation Corporation,douglas,douglas c-47,,,6,4,0
16-Jan-45,"Near Kunming, China China National Aviation Corporation",douglas,douglas c-47,,,3,3,0
23-Jan-45,"Timor, Indonesia Military - Royal Australian Air Force",consolidated,consolidated liberator,,,11,11,0
31-Jan-45,"Redesdale, Australia Australian National Airways",stinson,stinson model a,,,10,10,0
2-Feb-45,"Near Montieri, Italy Military - U.S. Army Air Forces",douglas,douglas c-47-dl,,,26,23,0
6-Feb-45,"Nunters Burgh, England Military -Royal Air Force",douglas,douglas c-47 dakota,,,23,23,0
13-Feb-45,"Off Oakland, California Military - U.S. Navy",douglas,douglas r4d-6,,,24,24,0
15-Feb-45,"Lagoa Santa, Brazil Navegacao Aerea Brasileira",lockheed,lockheed 18 loadstar,,,11,11,0
23-Feb-45,"Snezka mountains, Poland Military - German Army",junkers,junkers 52/3m,,,8,8,0
23-Feb-45,"Marion, Virginia American Airlines",douglas,douglas dc-3,,,22,17,0
23-Feb-45,"Casablanca, Morocco Military - United States Army Air Force",curtiss,curtiss c-46a,,,30,13,0
27-Mar-45,"Coral Sea, off Australia Military - U.S. Air Force",douglas,douglas c-47a-90-dl,,,24,24,0
9-Apr-45,"Kunming, China China National Aviation Corporation",douglas,douglas c-47,,,3,3,0
14-Apr-45,"Morgantown, West Virginia Pennsylvania Central Airlines",douglas,douglas dc-3,,,20,20,0
19-Apr-45,"Near Perth, Australia Military - U.S. Navy",douglas,douglas dc-3,,,13,13,0
20-Apr-45,"Near Steinreich, Germany Lufthansa",junkers,junkers ju-53/3m,,,20,18,0
20-Apr-45,"Sweetwater, Texas Military - U.S. Army Air Forces",douglas,douglas c-47-dl,,,25,25,0
21-Apr-45,"Near Piesenkofen, Germany Deutsche Lufthansa",focke-wulf,focke-wulf fw 200,,,21,21,0
23-Apr-45,"North Barrule, Isle of Man, England Military - U.S. Air Force",boeing,boeing b17g flying fortress,,,31,31,0
27-Apr-45,Washington D.C. Page Airways,lockheed,lockheed 18 lodestar,,,13,6,0
5-May-45,"Manus Island, New Guinea Military - U.S. Army Air Forces",douglas,douglas c-54e-do (dc-4),,,21,21,0
6-May-45,"Hindhead, England Military - U.S. Army Air Forces",curtiss-wright,curtiss-wright c-46d-cu,,,30,30,1
9-May-45,"Roye, France Military -Royal Air Force",avro,avro lancaster,,,31,31,0
13-May-45,"Iran Jayas, New Guinea Military - U.S. Army Air Forces",douglas,douglas c-47b-dk,,,23,20,0
30-May-45,"Off Drewin, Ivory Coast Military - U.S. Army Air Forces",douglas,douglas c-47b-dk,,,21,21,0
15-Jun-45,China China National Aviation Corporation,douglas,douglas c-47,,,3,3,0
24-Jun-45,"Gealdton, Australia Mac Robertson Miller Airlines",de havilland,de havilland dh-86a,,,11,2,0
25-Jun-45,"Swanage, England Military -Royal Air Force",consolidated,consolidated lb-30a liberator,,,27,27,0
29-Jun-45,"Bangalore, India Military - Royal Indian Air Force",,?,,,2,2,36
30-Jun-45,Texas Military - U.S. Air Force,boeing,boeing tb-29a super fortress,,,12,12,0
4-Jul-45,North Atlantic Ocean Military -Royal Air Force,consolidated,consolidated lb-30a liberator,,,15,15,0
11-Jul-45,"Near Kisumu, Kenya Military - South African Air Force",douglas,douglas c-47,,,28,28,0
12-Jul-45,"Near Florence, South Carolina Eastern Air Lines / Military - U.S. Army Air Corps",douglas,douglas dc-3-201c,army,army a-26,10,3,0
28-Jul-45,"New York, New York Military - U.S. Army Air Forces",north american,north american b-25d bomber,,,3,3,11
1-Aug-45,"Near San Luis Potosi, Mexico Lineas Aereas Mineras",boeing,boeing 247d,,,12,12,0
3-Aug-45,"Fort de France, Martinique Pan American World Airways",sikorsky,sikorsky s-43 (flying boat),,,14,4,0
11-Aug-45,"Ixtaccihuati, Mexico Mexicana",douglas,douglas dc-2-243,,,16,16,0
7-Sep-45,"Florence, South Carolina Eastern Air Lines",douglas,douglas dc-3,,,22,22,0
11-Sep-45,"Near Milne Bay, New Guinea Military - Royal Australian Air Force",douglas,douglas c-47a,,,11,11,0
15-Sep-45,"Near Kansas, Missouri Military - U.S. Army Air Forces",douglas,douglas c-47b-dk,,,24,23,0
18-Sep-45,"Puncak Jaya, Papua New Guinea Military - Royal Australian Air Force",douglas,douglas c-47b-5-dk,,,29,29,0
28-Sep-45,"Near Chihkiang, China Military - United States Army Air Force",curtiss,curtiss c-46d,,,20,20,0
5-Oct-45,"Lakeland, Florida National Airlines",lockheed,lockheed 18 lodestar,,,15,2,0
5-Oct-45,"Elvetham, England Military -Royal Air Force",consolidated,consolidated lb-40-a liberator,,,23,23,0
7-Oct-45,"Rennes, France Military - Royal Air Force",short,short stirling iv,,,26,26,0
13-Oct-45,"Melsbroek, Belgium Military -Royal Air Force",consolidated,consolidated lb-30-a liberator,,,31,31,0
16-Oct-45,"Near Peking, China Military - U.S. Army Air Forces",curtiss-wright,curtiss-wright c-46f-cu,,,59,59,0
20-Oct-45,"Between Shanghi and Canton, China China National Aviation Corporation",douglas,douglas c-47,,,31,31,0
20-Oct-45,"Timor Sea, Atlantic Ocean Military - Royal Australian Air Force",douglas,douglas c-47b,,,25,25,0
23-Oct-45,"Near Chiringa, India Military - Royal Air Force",douglas,douglas c-47b,,,14,14,0
24-Oct-45,"Tarapoto, Peru Faucett",faucett,faucett f-19,,,5,5,0
24-Oct-45,"Valetta, Malta BOAC",douglas,douglas c-47 skytrain (dc-3),,,16,9,0
30-Oct-45,"Chihchiang, China Military - U.S. Army Air Forces",curtiss-wright,curtiss-wright c-46a-ck,,,50,45,0
1-Nov-45,"Herrenalb, Germany Military - U.S. Army Air Forces",douglas,douglas c-47a-dk,,,30,26,0
3-Nov-45,"Near Chuka, India Military - U.S. Army Air Forces",douglas,douglas c-54g,,,44,44,0
7-Nov-45,"Near Grants, New Mexico National Skyway Freight Co.",budd,budd rb-1 conestoga,,,3,1,0
8-Nov-45,"Off Corpus Christi, Texas Military - U.S. Navy / Military - U.S. Navy",martin,martin pbm-3s,martin pbm-,martin pbm-5 01710,27,22,0
9-Nov-45,"Near Boccadi, Italy Military - U.S. Army Air Forces",douglas,douglas c-47a-dl,,,24,24,0
11-Nov-45,"Near Picinisco, Italy Military - U.S. Army Air Forces",boeing,boeing b-17g,,,20,20,0
11-Nov-45,Himalayas Military - U.S. Army,douglas,douglas c-54,,,44,44,0
11-Nov-45,"Near Castel, Libya Military -Royal Air Force",short,short stirling,,,29,29,0
13-Nov-45,"Near Tacloban, Philippines Australian National Airways",douglas,douglas c-48,,,17,16,?
15-Nov-45,Near Jacquinot Bay New Guinea Military - Royal Australian Air Force,douglas,douglas c-47 dakota-dk,,,28,28,0
22-Nov-45,"White's Farm, England Military -Royal Air Force",consolidated,consolidated lb-30a liberator,,,27,27,0
3-Dec-45,"Near Rochefort , France Military -Royal Air Force",consolidated,consolidated lb-30a liberator,,,28,28,0
5-Dec-45,Off the Florida coast Military - U.S. Navy,grumman,grumman tbm avenger,,,14,14,0
5-Dec-45,"Off Smyrna, Bahamas Military - U.S. Navy",martin,martin pbm mariner,,,13,13,0
8-Dec-45,"Near Billings, Montana Military - U.S. Army",douglas,douglas c-47,,,21,17,0
18-Dec-45,"Voksenkollen, Norway Military - Royal Air Force",douglas,douglas c-47b,,,17,17,0
25-Dec-45,"Bangui, French Equatorial Africa Air France",lockheed,lockheed 18 lodestar,,,8,8,0
25-Dec-45,"Near Dudinka, Russia Polyarnya Aviatsiya",douglas,douglas dc-3,,,10,10,0
30-Dec-45,"New York City, New York Eastern Air Lines",douglas,douglas dc-3,,,12,1,0
6-Jan-46,"Birmingham, Alabama Pennsylvania Central Airlines",douglas,douglas dc-3,,,11,3,0
9-Jan-46,"Changchun, China Military - Chinese Air Force",douglas,douglas c-47,,,18,18,0
14-Jan-46,"Near Netrubezh, Russia Aeroflot",lisunov,lisunov li-2,,,22,22,0
15-Jan-46,"Marseilles, France Military -Royal Air Force",douglas,douglas c-47 dakota,,,25,23,0
18-Jan-46,"Cheshire, Connecticut Eastern Air Lines",douglas,douglas dc-3-201e,,,17,17,0
19-Jan-46,"Crowsnest Pass, Alberta, Canada Mililtary - Royal Canadian Air Force",douglas,douglas dc-3 dakota,,,7,7,0
30-Jan-46,"Near Le Mans, France Military - Royal Air Force",douglas,douglas c-47b,,,11,11,0
31-Jan-46,"Mt. Elk, Wyoming United Air Lines",douglas,douglas dc-3-194h,,,21,21,0
5-Feb-46,"Negros, Philippines Military - U.S. Army Air Forces",douglas,douglas c-47,,,20,20,0
21-Feb-46,"Charlottetown, PE, Canada British Overseas Airways",consolidated,consolidated 32-2 liberator ii,,,14,1,0
3-Mar-46,"Live Oak Springs, California American Airlines",douglas,douglas dc-3-227b,,,27,27,0
5-Mar-46,"Near Prague, Czechoslovakia Ceskoslovenske Aerolinie",junkers,junkers ju-52/3m,,,15,12,0
10-Mar-46,"Off Hobart, Tasmania Australian National Airways",douglas,douglas dc-3 (c-47dl),,,25,25,0
17-Mar-46,"Near Nanking, China Military - Chinese Air Force",,?,,,20,20,0
18-Mar-46,"Between Chungking and Shanghai, China China National Aviation Corporation",,?,,,?,?,?
19-Mar-46,"Hobart Mills, California Military - U.S. Army Air Forces",douglas,douglas c-47b,,,26,26,0
23-Mar-46,"Off Ceylon, Cocos Islands, Indian Ocean British Overseas Airways /Qantas",avro,avro 691 lancastrian 1,,,10,10,0
1-Apr-46,"near Craigavad, Northern Ireland Railway Air Services Ltd.",de havilland,de havilland 89a dragon rapide,,,6,6,0
5-Apr-46,"Rabat, Malta Military - Royal British Navy",vickers,vickers wellington bomber,,,4,4,16
8-Apr-46,"Near Shensi, China ?",,?,,,14,14,0
22-Apr-46,"La Liberiad, Nicaragua TACA",lockheed,lockheed 14 super electra,,,21,20,0
30-Apr-46,"Pindi-Khut ,India Military - Royal Air Force",douglas,douglas c-47a,,,12,12,0
10-May-46,"Munson, Florida Military U.S. Navy / Military - U.S. Navy",pby,pby4-2 privateer,-,pb4y-2 privateer,28,28,0
16-May-46,"Richmond, Virginia Viking Air Transport",douglas,douglas dc-3,,,27,27,0
22-May-46,"Oslo, Norway DNL Norwegian Air Lines",junkers,junkers ju-52/3m,,,14,13,0
1-Jun-46,"Off Amalfi, Italy Military - U.S. Army Air Forces",douglas,douglas c-54-do (dc-4),,,38,30,0
9-Jun-46,"Taboga Island, Panama Military - U.S. Army Air Forces",douglas,douglas c-54d-dc (dc-4),,,23,23,0
9-Jun-46,"Near Abeokuta, Nigeria Military -Royal Air Force",douglas,douglas c-47 dakota,,,18,18,0
29-Jun-46,Off Malaya Military - Royal Air Force,douglas,douglas c-47b,,,18,18,0
29-Jun-46,"Pau, France Air France",junkers,junkers ju-52/3m,,,3,2,0
9-Jul-46,"Holyoke, Massachusetts Military - U.S. Army Air Forces",boeing,boeing b17g,,,25,25,0
11-Jul-46,"Reading, Pennsylvania Trans Continental and Western Air",lockheed,lockheed l-049 constellation,,,6,5,0
13-Jul-46,"Tsinan, China Central Air Transport",curtiss,curtiss c-46,,,49,13,0
17-Jul-46,"Cuenca, Ecuador ANDESA",curtiss,curtiss c-46d-10-cu,,,30,30,0
18-Jul-46,"Goodland, Kansas Military - U.S. Army Air Corps",douglas,douglas c-47,,,13,13,0
20-Jul-46,Off the Panama coast Military - (2) U.S. Army Air Forces,boeing,boeing b-17g,boeing,boeing b-17g,20,20,0
25-Jul-46,"Bassein, Burma Military -Royal Air Force",douglas,douglas c-47 dakota,,,22,22,0
26-Jul-46,"Near Huatesco, Veracruz, Mexico Communicaciones Aereos de veracruz",fairchild,fairchild pilgrim 100a,,,9,9,0
7-Aug-46,"Oslo, Norway British European Airways",douglas,douglas c-47a-10-dk,,,16,3,0
9-Aug-46,"Lakehurst, New Jersey Atlantic Central Airlines",lockheed,lockheed 18-56 lodestar,,,6,4,0
14-Aug-46,"Malta-Luqa, Malta BOAC",douglas,douglas c-47a,,,5,1,0
20-Aug-46,"Rouen, France British Overseas Airways",avro,avro 691 lancastrian 1,,,9,8,0
21-Aug-46,"Moline, Illinois Trans Luxury Airlines",douglas,douglas c-47-dl,,,25,2,0
24-Aug-46,"Cairo, Egypt Misrair",avro,avro anson,,,9,6,0
31-Aug-46,"Near Prince Rupert, British Columbia, Canada Queen Charlotte Airlines",supermarine,supermarine stranraer (flying boat),,,7,7,0
3-Sep-46,"Holtug, Denmark Air France",douglas,douglas dc-3 (c-53d-do),,,22,22,0
4-Sep-46,"Le Bourget, France Air France",douglas,douglas dc-3,,,26,20,1
5-Sep-46,"Elko, Nevada Trans-Luxury Airlines",douglas,douglas dc-3 (c-47-a5-dl),,,22,21,0
7-Sep-46,"Bathurst, Gambia British South American Airways",avro,avro 685 york i,,,24,24,0
7-Sep-46,"Nome, Alaska Mt. McKinley Airfreight",douglas,douglas c-47a,,,4,4,0
15-Sep-46,"Estevan, Saskatchewan, Canada Military - Royal Canadian Air Force",douglas,douglas c-47a dakota,,,21,21,0
17-Sep-46,"Brussels, Belgium Sabena",douglas,douglas c-47-dl,,,7,1,0
18-Sep-46,"Near Gander, Newfoundland Sabena",douglas,douglas dc-4-1009,,,44,27,0
19-Sep-46,"Near Tripoli, Libya Military -Royal Air Force",avro,avro lancaster,,,25,25,0
20-Sep-46,"Lochi Mountain, China China National Aviation Corporation",curtiss-wright,curtiss-wright c-46,,,28,28,0
25-Sep-46,Near Hong Kong International Airport Military - Royal Air Force,douglas,douglas c-47b-25-dk,,,19,19,0
27-Sep-46,"Near Milngavie, Stirlingshire, Scotland Railway Air Service Ltd.",de havilland,de havilland 89a dragon rapide,,,7,7,0
27-Sep-46,"Rio Doce, Brazil Panair do Brasil",douglas,douglas dc-3a-228d,,,25,25,0
3-Oct-46,"Stephenville, Newfoundland American Overseas Airlines",douglas,douglas c-54e-5-do,,,39,39,0
6-Oct-46,"Off Penang, Malaya Military -Royal Air Force",avro,avro 685 york 1,,,21,21,0
7-Oct-46,"Apeldoorn, The Netherlands Military - Royal Netherlands Naval Air Service",fairey,fairey firefly mk1,,,1,1,22
8-Oct-46,"Cheyenne, Wyoming United Air Lines",douglas,douglas dc-4,,,41,2,0
10-Oct-46,"Near Sefrou, Morocco Air Ocean",junkers,junkers ju-52/3m,,,16,16,0
17-Oct-46,"Laramie, Wyoming National Air Transport Services",douglas,douglas dc-3,,,13,13,0
17-Oct-46,"Near Chitral, India Military - Royal Air Force",douglas,douglas c-47b,,,11,11,0
23-Oct-46,"Gebel Kalamoun, Egypt Socotra",junkers,junkers ju-52/3m,,,24,1,0
1-Nov-46,"St Leger-la-Montagne, France CTA Languedoc Roussillon",Avions Amiot,avions amiot aac-1 toucan,,,27,23,0
5-Nov-46,"Near Moscow, Russia Aeroflot",douglas,douglas c-47,,,26,13,?
11-Nov-46,"Cleveland, Ohio United Air Lines",douglas,douglas dc-3 (c-53d-do),,,20,2,0
13-Nov-46,"Lebec, California Western Airlines",douglas,douglas c-53d-do (dc-3),,,11,11,0
13-Nov-46,"Near Cofre de Perote, Mexico Empressa Commun. Aéreas de Veracruz",douglas,douglas dc-3,,,15,15,0
14-Nov-46,"Amsterdam, Netherlands KLM Royal Dutch Airlines",douglas,douglas c-47a-90 dl (dc-3),,,26,26,0
16-Nov-46,North Pacific Ocean Military - U.S. Army Air Forces,douglas,douglas c-47,,,23,23,0
26-Nov-46,"San Jose, Costa Rica Lineas Aéreas Costarricenses LACSA",douglas,douglas dc-3 (c-47a-90-dl),,,22,22,0
30-Nov-46,"El Palomar, Argentina Fuerza Aérea Argentina",vickers,vickers 620 viking 1,,,18,5,0
4-Dec-46,"Meshed, Iran Aeroflot",lisunov,lisunov li-2,,,24,24,0
10-Dec-46,"Near Osaka, Japan Military - U.S. Army Air Forces",curtiss-wright,curtiss-wright c-46f-cu,,,24,24,0
10-Dec-46,"Toledo, Washington Military - U.S. Marine Corps",curtiss-wright,curtiss-wright r5c-1,,,32,32,0
14-Dec-46,"Mt. Banahaur, Philippines Far Eastern Air Transport",douglas,douglas dc-3 (c-47-b-1-dk),,,14,12,0
17-Dec-46,"Caribbean, Atlantic Ocean Winged Cargo Inc.",douglas,douglas c-47a,,,7,7,0
23-Dec-46,"Near Rio de Janeiro, Brazil FAMA (Argentina)",avro,avro 685 york i,,,21,21,0
24-Dec-46,"Near San Diego, California Western Airlines",douglas,douglas dc-3,,,12,12,0
25-Dec-46,"Near Wusong, Jiangsu, China CNAC",curtiss,curtiss c-47,,,34,13,3
25-Dec-46,"Near Shanghai, China CNAC",douglas,douglas dc-3,,,30,20,0
25-Dec-46,"Shanghai, China CATA",douglas,douglas c-47,,,11,11,5
28-Dec-46,"Walshville, Illinois Kansas City Southern Skyways",douglas,douglas c-47a,,,2,2,0
28-Dec-46,"Near Shannon, Ireland Trans Continental and Western Air",lockheed,lockheed 049 consellation,,,23,13,0
28-Dec-46,"Michigan City, Indiana American Airlines",douglas,douglas dc-3 (c-50a-do),,,21,2,0
3-Jan-47,"Sao Paulo, Brazil Panair do Brasil",sikorsky,sikorsky s-43b (flying boat),,,14,11,0
5-Jan-47,"Tsingtao, China China National Aviation Corporation",curtiss,curtiss c-46,,,43,43,0
5-Jan-47,"Carmel, New Jersey Nationwide Air Transport",douglas,douglas dc-3,,,23,3,0
11-Jan-47,"Near Lympne, England British Overseas Airways",douglas,douglas c-47a-1-dk,,,16,8,0
11-Jan-47,"Off Laoag, China Far Eastern Air Transport",douglas,douglas dc-4 (c-54a-do),,,42,7,0
12-Jan-47,"Near Galax, Virginia Eastern Air Lines",douglas,douglas dc-3,,,19,18,0
14-Jan-47,"Near Puebla, Mexico Military - Mexican Air Force",lockheed,lockheed c-60 lodestar,,,21,21,0
22-Jan-47,"Puesto Araujo, Colombia AVIANCA",douglas,douglas dc-3,,,17,17,0
